Time (ps),Quercetin-FN1,pQ3RU-FN1
71366,2.290444,2.063671
71368,2.305265,2.067644
71370,2.295765,2.064028
71372,2.305768,2.056949
71374,2.307819,2.061862
71376,2.298446,2.074176
71378,2.286313,2.065334
71380,2.282346,2.073715
71382,2.286179,2.067679
71384,2.287029,2.054045
71386,2.284175,2.047023
71388,2.288101,2.042307
71390,2.300002,2.054218
71392,2.305511,2.062803
71394,2.303304,2.059263
71396,2.30334,2.056392
71398,2.300156,2.054324
71400,2.295263,2.069678
71402,2.30179,2.061866
71404,2.309572,2.052339
71406,2.295846,2.055058
71408,2.290871,2.057652
71410,2.291194,2.0508
71412,2.306774,2.061726
71414,2.300008,2.056086
71416,2.302954,2.056066
71418,2.293984,2.05469
71420,2.293447,2.046901
71422,2.285883,2.038814
71424,2.292988,2.048498
71426,2.289719,2.043535
71428,2.284844,2.035713
71430,2.285604,2.047161
71432,2.290223,2.042941
71434,2.289025,2.045483
71436,2.28257,2.053261
71438,2.286399,2.050309
71440,2.301142,2.052987
71442,2.289454,2.043408
71444,2.306382,2.039827
71446,2.307209,2.042931
71448,2.312437,2.042607
71450,2.304941,2.039406
71452,2.31017,2.049415
71454,2.307918,2.047445
71456,2.315765,2.042428
71458,2.320168,2.042693
71460,2.308052,2.040295
71462,2.302976,2.045202
71464,2.295514,2.037971
71466,2.307066,2.041779
71468,2.305692,2.036253
71470,2.301613,2.038762
71472,2.307485,2.045269
71474,2.308141,2.042683
71476,2.313912,2.039162
71478,2.32025,2.042355
71480,2.321476,2.038074
71482,2.326092,2.038318
71484,2.312995,2.046312
71486,2.31117,2.044632
71488,2.313436,2.048167
71490,2.306816,2.055242
71492,2.313644,2.050321
71494,2.305268,2.048312
71496,2.31279,2.043989
71498,2.316149,2.046491
71500,2.30126,2.041
71502,2.309165,2.041538
71504,2.299086,2.04173
71506,2.304598,2.043273
71508,2.30324,2.044103
71510,2.29821,2.043608
71512,2.292479,2.045027
71514,2.289454,2.038294
71516,2.301332,2.046675
71518,2.294559,2.043223
71520,2.312089,2.046765
71522,2.293933,2.034816
71524,2.286439,2.036247
71526,2.291907,2.050313
71528,2.290549,2.04659
71530,2.284648,2.051115
71532,2.286132,2.049007
71534,2.285425,2.055195
71536,2.28442,2.059502
71538,2.284486,2.069191
71540,2.283181,2.058194
71542,2.294247,2.057681
71544,2.301528,2.051924
71546,2.305938,2.051445
71548,2.298321,2.049092
71550,2.304017,2.052426
71552,2.300623,2.057956
71554,2.309375,2.061837
71556,2.313158,2.055287
71558,2.311585,2.060235
71560,2.310307,2.058625
71562,2.307476,2.060391
71564,2.306162,2.058688
71566,2.310126,2.060805
71568,2.299041,2.058697
71570,2.30089,2.051131
71572,2.294845,2.052826
71574,2.287487,2.051111
71576,2.297095,2.049499
71578,2.302569,2.053673
71580,2.305435,2.056905
71582,2.305814,2.045837
71584,2.314612,2.048135
71586,2.318662,2.050364
71588,2.315677,2.054328
71590,2.318366,2.051036
71592,2.307194,2.046518
71594,2.321839,2.039235
71596,2.320806,2.044686
71598,2.324632,2.036718
71600,2.308535,2.03473
71602,2.311458,2.030229
71604,2.295276,2.02755
71606,2.311009,2.036247
71608,2.312237,2.02503
71610,2.306103,2.042503
71612,2.305772,2.0307
71614,2.313204,2.041931
71616,2.308913,2.043365
71618,2.302658,2.04582
71620,2.318476,2.043651
71622,2.314439,2.040169
71624,2.300336,2.040029
71626,2.292706,2.052684
71628,2.308711,2.048925
71630,2.311208,2.041919
71632,2.309931,2.041219
71634,2.303206,2.043357
71636,2.299479,2.051792
71638,2.302152,2.051974
71640,2.304758,2.053866
71642,2.304997,2.062998
71644,2.299147,2.059831
71646,2.294156,2.054739
71648,2.299265,2.048884
71650,2.294072,2.049442
71652,2.302193,2.048745
71654,2.299354,2.059317
71656,2.302921,2.055351
71658,2.310991,2.060299
71660,2.315969,2.067862
71662,2.308016,2.066347
71664,2.317987,2.063031
71666,2.312951,2.060123
71668,2.296749,2.059163
71670,2.31487,2.059656
71672,2.317718,2.058807
71674,2.324875,2.067491
71676,2.324885,2.057391
71678,2.310782,2.066645
71680,2.303713,2.059767
71682,2.297235,2.057166
71684,2.298771,2.047225
71686,2.301231,2.046553
71688,2.298789,2.058565
71690,2.309672,2.047338
71692,2.304244,2.04053
71694,2.306926,2.048398
71696,2.30843,2.059183
71698,2.309037,2.051828
71700,2.317655,2.056465
71702,2.311885,2.054673
71704,2.307029,2.052256
71706,2.301821,2.049516
71708,2.29275,2.051028
71710,2.302778,2.056202
71712,2.298416,2.062161
71714,2.28903,2.063619
71716,2.289241,2.067673
71718,2.289207,2.06778
71720,2.284716,2.069101
71722,2.295739,2.074976
71724,2.284046,2.063532
71726,2.276227,2.062646
71728,2.280769,2.073932
71730,2.266601,2.060999
71732,2.27057,2.061777
71734,2.2858,2.04795
71736,2.297526,2.04322
71738,2.293302,2.052923
71740,2.291659,2.057787
71742,2.289344,2.059218
71744,2.297764,2.067567
71746,2.279394,2.070377
71748,2.28196,2.069423
71750,2.275451,2.065046
71752,2.281228,2.06612
71754,2.28181,2.071691
71756,2.277794,2.056067
71758,2.275678,2.059502
71760,2.291832,2.064473
71762,2.2989,2.056816
71764,2.288394,2.04858
71766,2.275729,2.059865
71768,2.274793,2.065012
71770,2.271403,2.069016
71772,2.264355,2.066841
71774,2.275508,2.059694
71776,2.282649,2.059411
71778,2.272015,2.058135
71780,2.273277,2.06068
71782,2.263175,2.060505
71784,2.269954,2.060092
71786,2.274354,2.063331
71788,2.283984,2.063848
71790,2.284607,2.058836
71792,2.290822,2.058386
71794,2.287054,2.058078
71796,2.274672,2.060802
71798,2.274304,2.057201
71800,2.27089,2.057031
71802,2.265776,2.060148
71804,2.272776,2.058181
71806,2.274006,2.061116
71808,2.268317,2.068281
71810,2.279632,2.062991
71812,2.282302,2.059133
71814,2.286737,2.065705
71816,2.283073,2.058581
71818,2.282873,2.061363
71820,2.27985,2.050027
71822,2.263022,2.05192
71824,2.267972,2.056974
71826,2.278264,2.054294
71828,2.285423,2.06136
71830,2.280922,2.05657
71832,2.281631,2.053994
71834,2.295382,2.057601
71836,2.293916,2.060018
71838,2.293546,2.071655
71840,2.287581,2.05698
71842,2.28914,2.060616
71844,2.297711,2.054949
71846,2.300632,2.057925
71848,2.29629,2.06028
71850,2.287058,2.0642
71852,2.29147,2.055073
71854,2.28161,2.068212
71856,2.279687,2.060825
71858,2.283216,2.068489
71860,2.284541,2.053859
71862,2.295299,2.065121
71864,2.288975,2.063459
71866,2.292706,2.069746
71868,2.286026,2.057533
71870,2.30396,2.05374
71872,2.293796,2.060175
71874,2.29256,2.054894
71876,2.293226,2.052849
71878,2.295411,2.059193
71880,2.304772,2.057468
71882,2.282022,2.065752
71884,2.286088,2.064977
71886,2.286088,2.062449
71888,2.279142,2.062633
71890,2.275962,2.055264
71892,2.279847,2.057691
71894,2.284555,2.059489
71896,2.278562,2.066669
71898,2.285095,2.057677
71900,2.277776,2.067052
71902,2.270373,2.059446
71904,2.263714,2.066995
71906,2.277868,2.059773
71908,2.277628,2.05839
71910,2.285663,2.056496
71912,2.287314,2.046663
71914,2.277879,2.055212
71916,2.278566,2.058235
71918,2.265477,2.056866
71920,2.274879,2.065339
71922,2.282652,2.070182
71924,2.295697,2.063633
71926,2.292561,2.062862
71928,2.293455,2.062568
71930,2.294466,2.06944
71932,2.29376,2.066349
71934,2.3015,2.061409
71936,2.291967,2.057418
71938,2.289115,2.068414
71940,2.291107,2.071118
71942,2.296376,2.060651
71944,2.28525,2.06393
71946,2.283351,2.052983
71948,2.296751,2.037866
71950,2.291055,2.053648
71952,2.298234,2.045307
71954,2.293868,2.03414
71956,2.296788,2.038737
71958,2.29619,2.050073
71960,2.298474,2.037111
71962,2.294852,2.037275
71964,2.286148,2.036668
71966,2.282059,2.041893
71968,2.279289,2.041505
71970,2.280712,2.040305
71972,2.285384,2.041904
71974,2.276874,2.03768
71976,2.290239,2.044246
71978,2.288903,2.043354
71980,2.293327,2.04631
71982,2.287549,2.034055
71984,2.28742,2.035692
71986,2.284315,2.029757
71988,2.286148,2.032932
71990,2.282708,2.032637
71992,2.27671,2.039069
71994,2.277121,2.032027
71996,2.278723,2.044865
71998,2.267475,2.052396
72000,2.264433,2.054369
72002,2.272724,2.04921
72004,2.262499,2.046299
72006,2.28777,2.050184
72008,2.278298,2.059963
72010,2.276184,2.056865
72012,2.287273,2.058919
72014,2.287286,2.059952
72016,2.289178,2.06536
72018,2.280421,2.055498
72020,2.294216,2.064322
72022,2.288044,2.069601
72024,2.289039,2.069544
72026,2.286677,2.071517
72028,2.278907,2.078049
72030,2.270733,2.074836
72032,2.276445,2.062032
72034,2.283032,2.065025
72036,2.277523,2.057317
72038,2.275801,2.051257
72040,2.277759,2.053999
72042,2.282058,2.052486
72044,2.284654,2.051735
72046,2.269223,2.054389
72048,2.267259,2.058415
72050,2.278504,2.057132
72052,2.284476,2.063034
72054,2.277575,2.064487
72056,2.273331,2.060189
72058,2.278637,2.066416
72060,2.272285,2.065978
72062,2.275308,2.060437
72064,2.287005,2.057375
72066,2.293262,2.067322
72068,2.303415,2.057796
72070,2.301835,2.052363
72072,2.296278,2.056885
72074,2.289826,2.053873
72076,2.29216,2.059754
72078,2.298266,2.063074
72080,2.299095,2.064783
72082,2.301899,2.063371
72084,2.29725,2.062269
72086,2.295131,2.064541
72088,2.293175,2.052816
72090,2.285669,2.052897
72092,2.292122,2.048346
72094,2.286488,2.052604
72096,2.28833,2.05149
72098,2.286947,2.046236
72100,2.287589,2.041948
72102,2.283166,2.044599
72104,2.275333,2.045244
72106,2.283079,2.037672
72108,2.285095,2.035139
72110,2.285042,2.046184
72112,2.298293,2.051901
72114,2.296655,2.058874
72116,2.289152,2.060165
72118,2.298685,2.05702
72120,2.288044,2.05209
72122,2.296228,2.061127
72124,2.28618,2.05605
72126,2.292224,2.050545
72128,2.300502,2.062192
72130,2.295261,2.058989
72132,2.297341,2.053831
72134,2.292419,2.056707
72136,2.28347,2.053898
72138,2.296698,2.047569
72140,2.285967,2.045272
72142,2.288392,2.04289
72144,2.285878,2.05198
72146,2.280574,2.04563
72148,2.27133,2.044807
72150,2.270627,2.044134
72152,2.27715,2.050699
72154,2.283094,2.04848
72156,2.282293,2.045524
72158,2.286217,2.05618
72160,2.288018,2.045995
72162,2.289523,2.044237
72164,2.282451,2.042838
72166,2.272356,2.054196
72168,2.272304,2.048718
72170,2.280595,2.046586
72172,2.265531,2.045984
72174,2.263631,2.037416
72176,2.272179,2.045524
72178,2.26514,2.046255
72180,2.26002,2.048775
72182,2.263458,2.041555
72184,2.25903,2.041885
72186,2.268921,2.043531
72188,2.270406,2.040478
72190,2.270602,2.039082
72192,2.270353,2.048562
72194,2.269503,2.054531
72196,2.274302,2.043256
72198,2.272611,2.042117
72200,2.26508,2.053947
72202,2.250208,2.045114
72204,2.251994,2.054316
72206,2.250304,2.044959
72208,2.247365,2.053164
72210,2.246738,2.045409
72212,2.25716,2.050582
72214,2.266807,2.055936
72216,2.263472,2.054199
72218,2.254679,2.053234
72220,2.264332,2.051327
72222,2.265593,2.054704
72224,2.267205,2.054161
72226,2.27392,2.057253
72228,2.272269,2.052026
72230,2.27214,2.051963
72232,2.263772,2.049313
72234,2.267393,2.050758
72236,2.259847,2.050402
72238,2.255171,2.055249
72240,2.255987,2.049314
72242,2.262451,2.049876
72244,2.26493,2.045473
72246,2.264666,2.047721
72248,2.269964,2.052158
72250,2.268352,2.043848
72252,2.269253,2.038127
72254,2.276465,2.042815
72256,2.283556,2.036546
72258,2.28407,2.037656
72260,2.280818,2.042547
72262,2.281411,2.041713
72264,2.276822,2.043427
72266,2.278767,2.053318
72268,2.275433,2.05443
72270,2.271316,2.052669
72272,2.272356,2.060398
72274,2.273981,2.053145
72276,2.274277,2.049064
72278,2.273197,2.054007
72280,2.275481,2.050266
72282,2.287466,2.046373
72284,2.283339,2.04071
72286,2.288071,2.03644
72288,2.294101,2.046742
72290,2.290519,2.052131
72292,2.300557,2.06025
72294,2.303,2.055974
72296,2.301885,2.052061
72298,2.297989,2.054314
72300,2.291816,2.056696
72302,2.292748,2.058536
72304,2.301379,2.060362
72306,2.299624,2.066715
72308,2.304744,2.061253
72310,2.295842,2.058246
72312,2.297931,2.057834
72314,2.29141,2.060567
72316,2.292628,2.067049
72318,2.29176,2.067417
72320,2.292809,2.065099
72322,2.305858,2.070915
72324,2.297217,2.069378
72326,2.302558,2.05846
72328,2.305357,2.061942
72330,2.313529,2.073215
72332,2.313812,2.076372
72334,2.320859,2.074289
72336,2.315993,2.072301
72338,2.301063,2.087444
72340,2.293313,2.081375
72342,2.289406,2.077363
72344,2.298092,2.080133
72346,2.28286,2.07582
72348,2.294425,2.077519
72350,2.296036,2.072643
72352,2.298727,2.061488
72354,2.305408,2.065085
72356,2.299394,2.069378
72358,2.293761,2.068233
72360,2.304094,2.057983
72362,2.291899,2.053719
72364,2.300079,2.055729
72366,2.292751,2.06326
72368,2.290336,2.065267
72370,2.295784,2.065513
72372,2.300014,2.058141
72374,2.294803,2.070302
72376,2.292509,2.067545
72378,2.289134,2.067124
72380,2.277119,2.059895
72382,2.298326,2.068739
72384,2.279659,2.07861
72386,2.288896,2.084803
72388,2.291829,2.087619
72390,2.285338,2.086318
72392,2.29282,2.073102
72394,2.28692,2.078449
72396,2.298371,2.07371
72398,2.29098,2.088045
72400,2.296191,2.068134
72402,2.302079,2.065244
72404,2.293889,2.071867
72406,2.285899,2.068149
72408,2.277571,2.059106
72410,2.278296,2.055506
72412,2.281506,2.061543
72414,2.279844,2.065932
72416,2.289935,2.071338
72418,2.285949,2.074616
72420,2.282282,2.06698
72422,2.289159,2.075493
72424,2.28642,2.074122
72426,2.281815,2.065271
72428,2.27457,2.070669
72430,2.295931,2.074085
72432,2.298303,2.071834
72434,2.283707,2.07225
72436,2.282755,2.080202
72438,2.295706,2.075683
72440,2.30032,2.06913
72442,2.296261,2.072793
72444,2.297822,2.070409
72446,2.293149,2.077607
72448,2.289866,2.074588
72450,2.283829,2.082474
72452,2.295686,2.077282
72454,2.30338,2.078204
72456,2.289308,2.070279
72458,2.300362,2.065464
72460,2.299253,2.0691
72462,2.309887,2.065364
72464,2.303217,2.065266
72466,2.302131,2.065768
72468,2.297505,2.070556
72470,2.304109,2.075018
72472,2.308576,2.078
72474,2.298396,2.075888
72476,2.302493,2.074199
72478,2.290207,2.081177
72480,2.302294,2.07497
72482,2.29556,2.083006
72484,2.303238,2.073804
72486,2.29935,2.069018
72488,2.292731,2.070025
72490,2.292243,2.074145
72492,2.309021,2.071608
72494,2.31754,2.067322
72496,2.308622,2.066383
72498,2.322443,2.078769
72500,2.315769,2.078333
72502,2.310085,2.067687
72504,2.313024,2.067068
72506,2.306083,2.063827
72508,2.314916,2.069399
72510,2.324462,2.070922
72512,2.311314,2.078361
72514,2.298074,2.068832
72516,2.311539,2.066928
72518,2.303969,2.069728
72520,2.302437,2.071465
72522,2.29054,2.066645
72524,2.302678,2.071377
72526,2.295884,2.077567
72528,2.30288,2.075587
72530,2.297353,2.060647
72532,2.291698,2.063897
72534,2.274502,2.070894
72536,2.279745,2.072787
72538,2.273077,2.067068
72540,2.275262,2.064603
72542,2.27611,2.072257
72544,2.275008,2.067318
72546,2.273928,2.072024
72548,2.283571,2.063919
72550,2.28306,2.060907
72552,2.290332,2.068711
72554,2.297985,2.058284
72556,2.29247,2.053063
72558,2.291781,2.060146
72560,2.284266,2.061563
72562,2.292128,2.067978
72564,2.293065,2.063522
72566,2.300711,2.064442
72568,2.291655,2.064439
72570,2.285388,2.058106
72572,2.288846,2.052382
72574,2.276814,2.062967
72576,2.271582,2.059946
72578,2.281178,2.056893
72580,2.284684,2.051164
72582,2.269425,2.062169
72584,2.267721,2.052711
72586,2.270287,2.053453
72588,2.274736,2.045655
72590,2.274865,2.046664
72592,2.273988,2.052432
72594,2.277017,2.057311
72596,2.263594,2.059586
72598,2.261051,2.059883
72600,2.271304,2.060693
72602,2.261833,2.062168
72604,2.25721,2.063847
72606,2.255548,2.06081
72608,2.252473,2.062999
72610,2.248977,2.062487
72612,2.25723,2.054505
72614,2.261801,2.056458
72616,2.257482,2.063994
72618,2.267275,2.050339
72620,2.270329,2.055821
72622,2.262329,2.046312
72624,2.278304,2.061816
72626,2.276335,2.048099
72628,2.283144,2.046448
72630,2.280638,2.063572
72632,2.265674,2.059945
72634,2.272427,2.054833
72636,2.272451,2.051805
72638,2.276696,2.051311
72640,2.275688,2.054525
72642,2.286799,2.048893
72644,2.285804,2.043886
72646,2.277879,2.04896
72648,2.276119,2.043736
72650,2.280109,2.036243
72652,2.272722,2.036897
72654,2.292909,2.035775
72656,2.298821,2.03952
72658,2.30451,2.052029
72660,2.294521,2.050546
72662,2.305166,2.056427
72664,2.302909,2.055933
72666,2.311771,2.056328
72668,2.310101,2.061164
72670,2.305811,2.056627
72672,2.309248,2.066298
72674,2.31531,2.056226
72676,2.307082,2.073258
72678,2.310384,2.064822
72680,2.312115,2.060986
72682,2.315105,2.057099
72684,2.322891,2.047407
72686,2.320783,2.045389
72688,2.326351,2.053751
72690,2.311826,2.045479
72692,2.310633,2.049711
72694,2.32127,2.04886
72696,2.318501,2.04831
72698,2.313962,2.052594
72700,2.320875,2.059869
72702,2.324879,2.053782
72704,2.322613,2.051211
72706,2.326193,2.05179
72708,2.341108,2.045829
72710,2.331227,2.049677
72712,2.338434,2.044486
72714,2.34675,2.042395
72716,2.341437,2.04666
72718,2.331496,2.053405
72720,2.331983,2.056628
72722,2.331411,2.051455
72724,2.34386,2.047087
72726,2.326912,2.040987
72728,2.330436,2.048718
72730,2.319642,2.050149
72732,2.331991,2.056296
72734,2.330014,2.055604
72736,2.329871,2.054687
72738,2.329934,2.060134
72740,2.328013,2.051859
72742,2.3405,2.05186
72744,2.336794,2.060585
72746,2.331765,2.057735
72748,2.34127,2.051009
72750,2.345724,2.059917
72752,2.346183,2.063713
72754,2.350923,2.059032
72756,2.349659,2.058715
72758,2.337958,2.050087
72760,2.334881,2.051281
72762,2.351183,2.050958
72764,2.345211,2.064932
72766,2.356952,2.058247
72768,2.339905,2.054761
72770,2.348236,2.070481
72772,2.33414,2.065882
72774,2.336762,2.071141
72776,2.339114,2.073061
72778,2.34523,2.063283
72780,2.343422,2.066681
72782,2.347945,2.061484
72784,2.350575,2.066378
72786,2.346285,2.071177
72788,2.349059,2.076538
72790,2.346711,2.068164
72792,2.340075,2.062332
72794,2.344571,2.066912
72796,2.33261,2.070544
72798,2.334313,2.06871
72800,2.33713,2.066841
72802,2.3478,2.078242
72804,2.3519,2.073481
72806,2.34057,2.081397
72808,2.337388,2.082996
72810,2.34698,2.083294
72812,2.336887,2.080863
72814,2.319876,2.090734
72816,2.320143,2.089085
72818,2.319696,2.092831
72820,2.342332,2.078128
72822,2.33958,2.067619
72824,2.340608,2.080174
72826,2.355033,2.068967
72828,2.357182,2.071481
72830,2.36053,2.072014
72832,2.366335,2.074219
72834,2.353409,2.087198
72836,2.352913,2.073997
72838,2.342149,2.07228
72840,2.338149,2.069477
72842,2.337242,2.071584
72844,2.331334,2.068387
72846,2.350437,2.054665
72848,2.353357,2.053578
72850,2.344535,2.055595
72852,2.339437,2.059789
72854,2.338305,2.062354
72856,2.34419,2.059827
72858,2.341672,2.059755
72860,2.33041,2.069077
72862,2.327977,2.070219
72864,2.324273,2.062051
72866,2.317679,2.063395
72868,2.319503,2.047471
72870,2.303835,2.057281
72872,2.315457,2.064073
72874,2.315263,2.062135
72876,2.327665,2.055292
72878,2.334598,2.064468
72880,2.326121,2.063235
72882,2.327942,2.052354
72884,2.332604,2.050156
72886,2.327431,2.044752
72888,2.321798,2.047928
72890,2.317692,2.041863
72892,2.319997,2.047493
72894,2.325691,2.043443
72896,2.312773,2.05349
72898,2.311572,2.047959
72900,2.312874,2.056442
72902,2.3163,2.058578
72904,2.31328,2.056915
72906,2.316898,2.048189
72908,2.315458,2.048031
72910,2.319985,2.04414
72912,2.310094,2.046499
72914,2.314986,2.048207
72916,2.318437,2.043092
72918,2.320823,2.041454
72920,2.316728,2.053054
72922,2.32078,2.063698
72924,2.312931,2.052387
72926,2.309114,2.055963
72928,2.316201,2.060864
72930,2.315697,2.048543
72932,2.320476,2.052168
72934,2.320948,2.048057
72936,2.325639,2.049679
72938,2.318177,2.046474
72940,2.31674,2.054135
72942,2.309968,2.045416
72944,2.325309,2.050459
72946,2.330008,2.055813
72948,2.339055,2.053861
72950,2.322625,2.0439
72952,2.322652,2.048156
72954,2.311906,2.045728
72956,2.315126,2.041008
72958,2.309061,2.049653
72960,2.309425,2.04386
72962,2.320058,2.05071
72964,2.328143,2.054785
72966,2.322046,2.03715
72968,2.317244,2.04406
72970,2.319615,2.041726
72972,2.333903,2.047113
72974,2.32975,2.049938
72976,2.323239,2.050251
72978,2.319581,2.0488
72980,2.324098,2.043474
72982,2.314991,2.032521
72984,2.321167,2.044317
72986,2.330114,2.039953
72988,2.321491,2.054008
72990,2.316019,2.051455
72992,2.323767,2.052538
72994,2.332769,2.048806
72996,2.326357,2.049044
72998,2.325818,2.054948
73000,2.318017,2.050292
73002,2.313051,2.049854
73004,2.30154,2.048702
73006,2.331616,2.053722
73008,2.328435,2.049816
73010,2.330093,2.050555
73012,2.330421,2.054734
73014,2.321085,2.052445
73016,2.326936,2.056953
73018,2.322121,2.048372
73020,2.318807,2.049922
73022,2.322045,2.044618
73024,2.318206,2.05173
73026,2.31375,2.050018
73028,2.322166,2.060183
73030,2.315417,2.05952
73032,2.324443,2.061869
73034,2.319072,2.062368
73036,2.319067,2.064535
73038,2.313689,2.063085
73040,2.316781,2.069007
73042,2.330691,2.063867
73044,2.331313,2.062423
73046,2.334516,2.061897
73048,2.316137,2.061366
73050,2.324817,2.071341
73052,2.329398,2.070244
73054,2.322269,2.071252
73056,2.323148,2.062402
73058,2.327976,2.056475
73060,2.324429,2.062492
73062,2.331669,2.062157
73064,2.330825,2.064565
73066,2.32531,2.059608
73068,2.325527,2.061435
73070,2.318131,2.05383
73072,2.317464,2.065441
73074,2.30792,2.0611
73076,2.302462,2.055124
73078,2.301698,2.072598
73080,2.291837,2.056515
73082,2.303061,2.061634
73084,2.302091,2.058376
73086,2.295312,2.059519
73088,2.302366,2.06067
73090,2.304395,2.048204
73092,2.298301,2.05649
73094,2.314195,2.053088
73096,2.312783,2.059988
73098,2.315596,2.048161
73100,2.318529,2.061642
73102,2.304054,2.044775
73104,2.298129,2.047203
73106,2.298299,2.049897
73108,2.289599,2.069233
73110,2.303924,2.061402
73112,2.3074,2.047225
73114,2.301204,2.058285
73116,2.296856,2.052407
73118,2.302622,2.048632
73120,2.311279,2.042734
73122,2.303397,2.042739
73124,2.292877,2.052667
73126,2.3005,2.048567
73128,2.302792,2.059816
73130,2.292323,2.056111
73132,2.29786,2.064261
73134,2.304123,2.046381
73136,2.310747,2.053422
73138,2.306821,2.048032
73140,2.294067,2.052675
73142,2.297057,2.050101
73144,2.292744,2.05631
73146,2.307859,2.06268
73148,2.314608,2.044325
73150,2.302044,2.054209
73152,2.307945,2.059665
73154,2.300581,2.066066
73156,2.308282,2.067197
73158,2.315003,2.061238
73160,2.315122,2.064008
73162,2.303114,2.055011
73164,2.300949,2.053332
73166,2.297237,2.047402
73168,2.291739,2.050191
73170,2.298529,2.061881
73172,2.297388,2.063362
73174,2.310234,2.057449
73176,2.303781,2.061565
73178,2.316097,2.056219
73180,2.321742,2.05408
73182,2.313145,2.047328
73184,2.311157,2.059228
73186,2.311567,2.062367
73188,2.300202,2.069889
73190,2.308399,2.0682
73192,2.297211,2.066934
73194,2.304523,2.066431
73196,2.305346,2.058146
73198,2.293796,2.052977
73200,2.301478,2.051053
73202,2.30893,2.05331
73204,2.317196,2.06263
73206,2.325126,2.05138
73208,2.322854,2.057379
73210,2.326509,2.052065
73212,2.319953,2.061954
73214,2.331283,2.058307
73216,2.339536,2.058582
73218,2.319557,2.068196
73220,2.312063,2.064623
73222,2.322895,2.056526
73224,2.329613,2.060463
73226,2.320826,2.054371
73228,2.323804,2.055849
73230,2.318571,2.05541
73232,2.305284,2.054384
73234,2.313802,2.05743
73236,2.310151,2.065306
73238,2.320683,2.069178
73240,2.318482,2.056662
73242,2.319489,2.055245
73244,2.309478,2.052244
73246,2.314227,2.044677
73248,2.306238,2.048981
73250,2.306266,2.050912
73252,2.310063,2.053026
73254,2.310607,2.063611
73256,2.312363,2.051348
73258,2.307057,2.055541
73260,2.302887,2.055247
73262,2.315938,2.047392
73264,2.312928,2.057973
73266,2.309754,2.062287
73268,2.313594,2.046825
73270,2.309265,2.053711
73272,2.313888,2.053813
73274,2.313979,2.052604
73276,2.322198,2.065174
73278,2.318077,2.066045
73280,2.316328,2.059639
73282,2.317064,2.062587
73284,2.302213,2.058818
73286,2.300367,2.053387
73288,2.307744,2.064772
73290,2.302089,2.052251
73292,2.313053,2.063215
73294,2.30535,2.060291
73296,2.313699,2.058293
73298,2.319929,2.051834
73300,2.323004,2.055215
73302,2.324852,2.061032
73304,2.337102,2.059493
73306,2.3301,2.044743
73308,2.327156,2.050064
73310,2.329496,2.058192
73312,2.331975,2.066636
73314,2.323611,2.049883
73316,2.315621,2.054883
73318,2.323603,2.058624
73320,2.331561,2.052278
73322,2.336814,2.04855
73324,2.333323,2.046518
73326,2.335378,2.040568
73328,2.350969,2.043878
73330,2.338114,2.045198
73332,2.337617,2.050141
73334,2.34799,2.055246
73336,2.339099,2.057493
73338,2.342721,2.062623
73340,2.323769,2.055844
73342,2.331407,2.058518
73344,2.324379,2.0575
73346,2.3262,2.063187
73348,2.336446,2.054542
73350,2.34876,2.049283
73352,2.346248,2.048839
73354,2.347474,2.054217
73356,2.348126,2.049508
73358,2.348171,2.058312
73360,2.348165,2.051649
73362,2.341173,2.058894
73364,2.336946,2.050783
73366,2.342894,2.063773
73368,2.355172,2.057155
73370,2.353638,2.062977
73372,2.355461,2.05777
73374,2.360464,2.062315
73376,2.363248,2.06042
73378,2.35551,2.070474
73380,2.362928,2.074504
73382,2.355602,2.073203
73384,2.368511,2.058057
73386,2.35536,2.071938
73388,2.352638,2.067186
73390,2.350432,2.059478
73392,2.339741,2.060186
73394,2.34319,2.061714
73396,2.334956,2.059776
73398,2.330886,2.057267
73400,2.32609,2.059112
73402,2.339974,2.066634
73404,2.329618,2.05811
73406,2.320443,2.057204
73408,2.32383,2.058539
73410,2.329767,2.054122
73412,2.340438,2.058071
73414,2.352405,2.052098
73416,2.344678,2.055885
73418,2.338527,2.060639
73420,2.348075,2.052677
73422,2.352786,2.052981
73424,2.335811,2.064711
73426,2.33006,2.059638
73428,2.329652,2.063206
73430,2.327018,2.056832
73432,2.330745,2.060371
73434,2.348384,2.055171
73436,2.34917,2.060556
73438,2.35099,2.062213
73440,2.363886,2.050949
73442,2.3547,2.050556
73444,2.351869,2.048026
73446,2.344577,2.048221
73448,2.350102,2.042175
73450,2.345507,2.045199
73452,2.349067,2.043073
73454,2.34151,2.039507
73456,2.334907,2.051847
73458,2.336529,2.054155
73460,2.32844,2.066401
73462,2.323071,2.06441
73464,2.320998,2.060808
73466,2.31618,2.056924
73468,2.329842,2.063257
73470,2.323833,2.059432
73472,2.328749,2.059078
73474,2.326904,2.04407
73476,2.329297,2.049898
73478,2.342946,2.050736
73480,2.33721,2.059803
73482,2.32207,2.055812
73484,2.319541,2.054732
73486,2.332553,2.058042
73488,2.325345,2.055809
73490,2.320665,2.051514
73492,2.322659,2.058073
73494,2.313611,2.063729
73496,2.311046,2.06399
73498,2.323853,2.059215
73500,2.331935,2.052622
73502,2.336594,2.050797
73504,2.339071,2.045044
73506,2.339857,2.048501
73508,2.348967,2.038975
73510,2.344467,2.046432
73512,2.345704,2.051592
73514,2.344898,2.054076
