Time (ns),Quercetin-FN1,pQ3RU-FN1,,,,
,,,0.5617921,,,
,,,0.5637759,,,
,,,0.5791290,,,
,,,0.5782646,,,
,,,0.5809453,,,
,,,0.5838897,,,
,,,0.5793863,,,
,,,0.5790995,,,
,,,0.5737276,,,
,,,0.5707211,,,
,,,0.5837951,,,
,,,0.5837559,,,
,,,0.5680928,,,
,,,0.5720252,,,
,,,0.5742931,,,
,,,0.5706007,,,
,,,0.5635109,,,
,,,0.5652586,,,
,,,0.5734785,,,
,,,0.5604705,,,
,,,0.5779078,,,
,,,0.5811328,,,
,,,0.5824617,,,
,,,0.5780393,,,
,,,0.5861130,,,
,,,0.6045156,,,
,,,0.5989204,,,
,,,0.5933011,,,
,,,0.5882003,,,
,,,0.5839625,,,
,,,0.5845626,,,
,,,0.5773169,,,
,,,0.5819418,,,
,,,0.5827897,,,
,,,0.5825167,,,
,,,0.5773287,,,
,,,0.5806138,,,
,,,0.5884566,,,
,,,0.5986521,,,
,,,0.5994014,,,
,,,0.6081133,,,
,,,0.6080047,,,
,,,0.6109674,,,
,,,0.6078426,,,
,,,0.6104462,,,
,,,0.6136134,,,
,,,0.6231171,,,
,,,0.6332281,,,
,,,0.6272695,,,
,,,0.6169188,,,
,,,0.6149449,,,
,,,0.6072753,,,
,,,0.6075736,,,
,,,0.6074309,,,
,,,0.5943444,,,
,,,0.5986344,,,
,,,0.5975274,,,
,,,0.5980480,,,
,,,0.6266017,,,
,,,0.6253159,,,
,,,0.6202574,,,
,,,0.6178997,,,
,,,0.6081969,,,
,,,0.6059732,,,
,,,0.6081482,,,
,,,0.6030923,,,
,,,0.5966002,,,
,,,0.5978011,,,
,,,0.5876623,,,
,,,0.5834699,,,
,,,0.5844631,,,
,,,0.5883893,,,
,,,0.5909783,,,
,,,0.5967193,,,
,,,0.6008880,,,
,,,0.5833293,,,
,,,0.5859416,,,
,,,0.5935721,,,
,,,0.6039486,,,
,,,0.6044216,,,
,,,0.6055093,,,
,,,0.6054196,,,
,,,0.6252964,,,
,,,0.6085691,,,
,,,0.6122417,,,
,,,0.6088419,,,
,,,0.6151274,,,
,,,0.6125362,,,
,,,0.6160387,,,
,,,0.6059589,,,
,,,0.5979738,,,
,,,0.5823254,,,
,,,0.5763044,,,
,,,0.5710841,,,
,,,0.5634933,,,
,,,0.5615293,,,
,,,0.5762496,,,
,,,0.5753382,,,
,,,0.5865314,,,
,,,0.5992834,,,
,,,0.5934081,,,
,,,0.5970607,,,
,,,0.5970323,,,
,,,0.6059893,,,
,,,0.6136152,,,
,,,0.6007989,,,
,,,0.5869600,,,
,,,0.5875076,,,
,,,0.5879073,,,
,,,0.5877526,,,
,,,0.5788248,,,
,,,0.5743367,,,
,,,0.5661892,,,
,,,0.5628111,,,
,,,0.5739985,,,
,,,0.5742236,,,
,,,0.5529355,,,
,,,0.5614113,,,
,,,0.5633612,,,
,,,0.5649928,,,
,,,0.5650933,,,
,,,0.5627143,,,
,,,0.5683408,,,
,,,0.5609287,,,
,,,0.5632414,,,
,,,0.5346019,,,
,,,0.5471540,,,
,,,0.5576630,,,
,,,0.5573153,,,
,,,0.5588263,,,
,,,0.5539742,,,
,,,0.5447463,,,
,,,0.5445926,,,
,,,0.5498270,,,
,,,0.5554273,,,
,,,0.5703986,,,
,,,0.5799544,,,
,,,0.5766655,,,
,,,0.5820914,,,
,,,0.5744796,,,
,,,0.5560517,,,
,,,0.5540783,,,
,,,0.5603912,,,
,,,0.5682893,,,
,,,0.5719067,,,
,,,0.5771298,,,
,,,0.5717484,,,
,,,0.5764057,,,
,,,0.5688245,,,
,,,0.5621621,,,
,,,0.5472819,,,
,,,0.5416768,,,
,,,0.5276757,,,
,,,0.5287110,,,
,,,0.5216330,,,
,,,0.5059042,,,
,,,0.5061664,,,
,,,0.5210592,,,
,,,0.5275879,,,
,,,0.5323030,,,
,,,0.5257088,,,
,,,0.5233579,,,
,,,0.5149648,,,
,,,0.5279621,,,
,,,0.5279872,,,
,,,0.5311477,,,
,,,0.5448565,,,
,,,0.5529073,,,
,,,0.5570855,,,
,,,0.5526298,,,
,,,0.5473962,,,
,,,0.5363262,,,
,,,0.5279916,,,
,,,0.5353122,,,
,,,0.5340371,,,
,,,0.5261392,,,
,,,0.5173562,,,
,,,0.5061902,,,
,,,0.4961418,,,
,,,0.5022658,,,
,,,0.5017202,,,
,,,0.5217968,,,
,,,0.5250874,,,
,,,0.5249752,,,
,,,0.5142505,,,
,,,0.5205230,,,
,,,0.5110618,,,
,,,0.5034635,,,
,,,0.5052240,,,
,,,0.5189088,,,
,,,0.5234408,,,
,,,0.5420753,,,
,,,0.5396885,,,
,,,0.5403852,,,
,,,0.5437723,,,
,,,0.5470590,,,
,,,0.5491367,,,
,,,0.5556641,,,
,,,0.5556858,,,
,,,0.5656362,,,
,,,0.5611176,,,
,,,0.5555145,,,
,,,0.5676965,,,
,,,0.5752396,,,
,,,0.5662669,,,
,,,0.5726395,,,
,,,0.5857010,,,
,,,0.5807713,,,
,,,0.5693851,,,
,,,0.5832630,,,
,,,0.5799212,,,
,,,0.5748083,,,
,,,0.5729768,,,
,,,0.5720391,,,
,,,0.5525234,,,
,,,0.5604833,,,
,,,0.5601709,,,
,,,0.5617554,,,
,,,0.5695896,,,
,,,0.5628140,,,
,,,0.5663569,,,
,,,0.5663844,,,
,,,0.5699596,,,
,,,0.5784757,,,
,,,0.5777307,,,
,,,0.5787908,,,
,,,0.5611204,,,
,,,0.5597312,,,
,,,0.5490298,,,
,,,0.5390382,,,
,,,0.5322406,,,
,,,0.5265754,,,
,,,0.5323544,,,
,,,0.5263035,,,
,,,0.5239579,,,
,,,0.5247744,,,
,,,0.5205311,,,
,,,0.5238175,,,
,,,0.5350783,,,
,,,0.5117515,,,
,,,0.5272176,,,
,,,0.5275748,,,
,,,0.5339639,,,
,,,0.5294418,,,
,,,0.5262675,,,
,,,0.5256360,,,
,,,0.5161960,,,
,,,0.5182989,,,
,,,0.5062470,,,
,,,0.4917378,,,
,,,0.4967134,,,
,,,0.5108566,,,
,,,0.5077080,,,
,,,0.5106164,,,
,,,0.5211225,,,
,,,0.5059251,,,
,,,0.5000679,,,
,,,0.4959035,,,
,,,0.5034953,,,
,,,0.5056975,,,
,,,0.5093464,,,
,,,0.4958880,,,
,,,0.4867376,,,
,,,0.4653290,,,
,,,0.4567364,,,
,,,0.4689685,,,
,,,0.4751546,,,
,,,0.4552548,,,
,,,0.4635150,,,
,,,0.4923491,,,
,,,0.4987946,,,
,,,0.4889217,,,
,,,0.4948316,,,
,,,0.4969062,,,
,,,0.5080833,,,
,,,0.5165574,,,
,,,0.5172815,,,
,,,0.5135766,,,
,,,0.5127016,,,
,,,0.5191619,,,
,,,0.5196847,,,
,,,0.5059278,,,
,,,0.5288650,,,
,,,0.5182725,,,
,,,0.5157559,,,
,,,0.5276485,,,
,,,0.5169956,,,
,,,0.5268291,,,
,,,0.5256004,,,
,,,0.5276117,,,
,,,0.5274631,,,
,,,0.5320556,,,
,,,0.5260357,,,
,,,0.5348282,,,
,,,0.5306420,,,
,,,0.5265384,,,
,,,0.5298066,,,
,,,0.5338117,,,
,,,0.5332713,,,
,,,0.5311607,,,
,,,0.5437375,,,
,,,0.5351911,,,
,,,0.5266825,,,
,,,0.5366921,,,
,,,0.5432831,,,
,,,0.5434818,,,
,,,0.5423479,,,
,,,0.5432382,,,
,,,0.5282383,,,
,,,0.5343316,,,
,,,0.5414155,,,
,,,0.5322147,,,
,,,0.5289049,,,
,,,0.5284564,,,
,,,0.5518286,,,
,,,0.5404500,,,
,,,0.5498840,,,
,,,0.5474706,,,
,,,0.5409772,,,
,,,0.5284935,,,
,,,0.5183747,,,
,,,0.5279798,,,
,,,0.5274938,,,
,,,0.5284104,,,
,,,0.5333526,,,
,,,0.5329304,,,
,,,0.5355304,,,
,,,0.5337533,,,
,,,0.5243418,,,
,,,0.5278556,,,
,,,0.5253390,,,
,,,0.5347551,,,
,,,0.5411516,,,
,,,0.5428069,,,
,,,0.5440810,,,
,,,0.5494342,,,
,,,0.5481980,,,
,,,0.5498669,,,
,,,0.5522021,,,
,,,0.5513507,,,
,,,0.5579314,,,
,,,0.5618342,,,
,,,0.5482385,,,
,,,0.5286915,,,
,,,0.5517511,,,
,,,0.5517979,,,
,,,0.5616168,,,
,,,0.5497826,,,
,,,0.5487380,,,
,,,0.5397463,,,
,,,0.5478665,,,
,,,0.5185758,,,
,,,0.5206334,,,
,,,0.5168964,,,
,,,0.5352123,,,
,,,0.5405766,,,
,,,0.5448446,,,
,,,0.5381105,,,
,,,0.5209258,,,
,,,0.5160030,,,
,,,0.5108666,,,
,,,0.5080842,,,
,,,0.5070609,,,
,,,0.5080306,,,
,,,0.5125803,,,
,,,0.5099601,,,
,,,0.5094761,,,
,,,0.5088321,,,
,,,0.5066290,,,
,,,0.5022707,,,
,,,0.5056386,,,
,,,0.5071092,,,
,,,0.5041030,,,
,,,0.5094559,,,
,,,0.4982146,,,
,,,0.5114797,,,
,,,0.5074800,,,
,,,0.4937538,,,
,,,0.4866266,,,
,,,0.4874755,,,
,,,0.4927309,,,
,,,0.5016553,,,
,,,0.5146738,,,
,,,0.5232661,,,
,,,0.5064468,,,
,,,0.5013926,,,
,,,0.5096014,,,
,,,0.5131011,,,
,,,0.5081583,,,
,,,0.5137472,,,
,,,0.5105234,,,
,,,0.5025010,,,
,,,0.5076919,,,
,,,0.5278346,,,
,,,0.5257642,,,
,,,0.5205383,,,
,,,0.5215295,,,
,,,0.5099428,,,
,,,0.5176736,,,
,,,0.5340310,,,
,,,0.5186455,,,
,,,0.5157689,,,
,,,0.5190316,,,
,,,0.5111179,,,
,,,0.4944183,,,
,,,0.5040243,,,
,,,0.4902030,,,
,,,0.4940250,,,
,,,0.4881026,,,
,,,0.4895748,,,
,,,0.5100358,,,
,,,0.5027422,,,
,,,0.5003659,,,
,,,0.4787611,,,
,,,0.4907573,,,
,,,0.4989139,,,
,,,0.5088230,,,
,,,0.5102821,,,
,,,0.5028929,,,
,,,0.4904725,,,
,,,0.4901439,,,
,,,0.4998851,,,
,,,0.4940730,,,
,,,0.4958149,,,
,,,0.4895006,,,
,,,0.4887123,,,
,,,0.4936302,,,
,,,0.4897576,,,
,,,0.4969277,,,
,,,0.4948338,,,
,,,0.4862922,,,
,,,0.4910973,,,
,,,0.4894299,,,
,,,0.4962874,,,
,,,0.4950503,,,
,,,0.4953678,,,
,,,0.4928387,,,
,,,0.4900037,,,
,,,0.4784867,,,
,,,0.4887208,,,
,,,0.4753541,,,
,,,0.4730342,,,
,,,0.4818604,,,
,,,0.4838467,,,
,,,0.4763553,,,
,,,0.4657862,,,
,,,0.4743643,,,
,,,0.4662579,,,
,,,0.4629577,,,
,,,0.4678369,,,
,,,0.4696815,,,
,,,0.4722873,,,
,,,0.4823979,,,
,,,0.4876361,,,
,,,0.4936591,,,
,,,0.4864540,,,
,,,0.4905747,,,
,,,0.4837544,,,
,,,0.4906357,,,
,,,0.4934966,,,
,,,0.4974604,,,
,,,0.4981105,,,
,,,0.4986049,,,
,,,0.4897287,,,
,,,0.4838908,,,
,,,0.4802388,,,
,,,0.4863897,,,
,,,0.4876457,,,
,,,0.4947340,,,
,,,0.4910083,,,
,,,0.5017248,,,
,,,0.5009514,,,
,,,0.5040751,,,
,,,0.5012593,,,
,,,0.5050427,,,
,,,0.5038373,,,
,,,0.4883042,,,
,,,0.4790344,,,
,,,0.4723602,,,
,,,0.4828225,,,
,,,0.4806330,,,
,,,0.5046756,,,
,,,0.5067812,,,
,,,0.5000963,,,
,,,0.5038059,,,
,,,0.4906109,,,
,,,0.4916001,,,
,,,0.4899069,,,
,,,0.4884378,,,
,,,0.5007419,,,
,,,0.4945062,,,
,,,0.5019513,,,
,,,0.5086809,,,
,,,0.5084270,,,
,,,0.4937753,,,
,,,0.5056320,,,
,,,0.5311689,,,
,,,0.5292028,,,
,,,0.5283508,,,
,,,0.5418195,,,
,,,0.5325075,,,
,,,0.5376294,,,
,,,0.5291185,,,
,,,0.5306407,,,
,,,0.5252593,,,
,,,0.5205954,,,
,,,0.5233666,,,
,,,0.5168135,,,
,,,0.5227340,,,
,,,0.5187635,,,
,,,0.5184071,,,
,,,0.5052233,,,
,,,0.5162139,,,
,,,0.5105712,,,
,,,0.5218294,,,
,,,0.5261366,,,
,,,0.5369004,,,
,,,0.5359069,,,
,,,0.5463669,,,
,,,0.5375034,,,
,,,0.5342496,,,
,,,0.5182800,,,
,,,0.5197399,,,
,,,0.5163317,,,
,,,0.4985434,,,
,,,0.4949783,,,
,,,0.5005863,,,
,,,0.5073523,,,
,,,0.5083908,,,
,,,0.5070702,,,
,,,0.5018546,,,
,,,0.4847408,,,
,,,0.4912549,,,
,,,0.4797585,,,
,,,0.4870474,,,
,,,0.4814314,,,
,,,0.4710548,,,
,,,0.4760925,,,
,,,0.4702375,,,
,,,0.4731652,,,
,,,0.4840255,,,
,,,0.4866177,,,
,,,0.5006477,,,
,,,0.4968873,,,
,,,0.4994121,,,
,,,0.5073279,,,
,,,0.4988182,,,
,,,0.5065783,,,
,,,0.5024579,,,
,,,0.5040981,,,
,,,0.5120457,,,
,,,0.5144416,,,
,,,0.5051824,,,
,,,0.5093045,,,
,,,0.5079035,,,
,,,0.4983326,,,
,,,0.4973957,,,
,,,0.4914140,,,
,,,0.4866778,,,
,,,0.4783088,,,
,,,0.4874400,,,
,,,0.4891380,,,
,,,0.4771348,,,
,,,0.4835864,,,
,,,0.4842919,,,
,,,0.4814290,,,
,,,0.4945168,,,
,,,0.4990042,,,
,,,0.5146339,,,
,,,0.5194571,,,
,,,0.5199432,,,
,,,0.5220063,,,
,,,0.5167875,,,
,,,0.5195560,,,
,,,0.5118953,,,
,,,0.4989695,,,
,,,0.4852085,,,
,,,0.4893132,,,
,,,0.4940313,,,
,,,0.5003381,,,
,,,0.5130966,,,
,,,0.4989230,,,
,,,0.4876334,,,
,,,0.4880610,,,
,,,0.4873918,,,
,,,0.4869245,,,
,,,0.4851190,,,
,,,0.4817162,,,
,,,0.4665073,,,
,,,0.4598809,,,
,,,0.4590439,,,
,,,0.4595813,,,
,,,0.4628576,,,
,,,0.4533315,,,
,,,0.4584601,,,
,,,0.4702295,,,
,,,0.4765119,,,
,,,0.4905260,,,
,,,0.4956970,,,
,,,0.4985355,,,
,,,0.4950629,,,
,,,0.4942060,,,
,,,0.4908519,,,
,,,0.4954967,,,
,,,0.4984220,,,
,,,0.5036042,,,
,,,0.5170777,,,
,,,0.5230553,,,
,,,0.5348668,,,
,,,0.5254861,,,
,,,0.5283436,,,
,,,0.5253175,,,
,,,0.5228181,,,
,,,0.5187524,,,
,,,0.5217553,,,
,,,0.5216446,,,
,,,0.5319405,,,
,,,0.5332478,,,
,,,0.5227260,,,
,,,0.5199170,,,
,,,0.5246876,,,
,,,0.5138866,,,
,,,0.5137095,,,
,,,0.4951048,,,
,,,0.4826242,,,
,,,0.4972440,,,
,,,0.4923701,,,
,,,0.4933137,,,
,,,0.4956606,,,
,,,0.4902742,,,
,,,0.4993276,,,
,,,0.5069500,,,
,,,0.5041177,,,
,,,0.5305207,,,
,,,0.5432960,,,
,,,0.5352192,,,
,,,0.5442489,,,
,,,0.5322295,,,
,,,0.5401856,,,
,,,0.5318499,,,
,,,0.5308765,,,
,,,0.5300995,,,
,,,0.5267755,,,
,,,0.5273061,,,
,,,0.5249604,,,
,,,0.5251697,,,
,,,0.5223466,,,
,,,0.5209273,,,
,,,0.5118051,,,
,,,0.4962713,,,
,,,0.4887081,,,
,,,0.4906630,,,
,,,0.4920615,,,
,,,0.4863901,,,
,,,0.4966435,,,
,,,0.4968971,,,
,,,0.4946168,,,
,,,0.5004326,,,
,,,0.5011603,,,
,,,0.4903128,,,
,,,0.4872146,,,
,,,0.4880944,,,
,,,0.4900744,,,
,,,0.4956577,,,
,,,0.4866017,,,
,,,0.4818420,,,
,,,0.4951131,,,
,,,0.5048278,,,
,,,0.5050157,,,
,,,0.5131342,,,
,,,0.5234563,,,
,,,0.5289239,,,
,,,0.5503930,,,
,,,0.5531858,,,
,,,0.5525895,,,
,,,0.5355677,,,
,,,0.5410753,,,
,,,0.5369217,,,
,,,0.5445957,,,
,,,0.5341820,,,
,,,0.5274628,,,
,,,0.5412902,,,
,,,0.5552328,,,
,,,0.5665138,,,
,,,0.5596282,,,
,,,0.5671045,,,
,,,0.5539986,,,
,,,0.5386315,,,
,,,0.5288194,,,
,,,0.5269039,,,
,,,0.5299557,,,
,,,0.5452085,,,
,,,0.5509695,,,
,,,0.5541865,,,
,,,0.5418249,,,
,,,0.5438932,,,
,,,0.5517476,,,
,,,0.5781315,,,
,,,0.5724201,,,
,,,0.5691450,,,
,,,0.5735161,,,
,,,0.5846712,,,
,,,0.5950671,,,
,,,0.5896832,,,
,,,0.5809709,,,
,,,0.5854883,,,
,,,0.5825152,,,
,,,0.5656164,,,
,,,0.5574021,,,
,,,0.5540574,,,
,,,0.5548440,,,
,,,0.5721363,,,
,,,0.5790625,,,
,,,0.5614752,,,
,,,0.5645130,,,
,,,0.5656011,,,
,,,0.5510235,,,
,,,0.5492155,,,
,,,0.5439073,,,
,,,0.5432822,,,
,,,0.5505689,,,
,,,0.5584967,,,
,,,0.5734152,,,
,,,0.5618083,,,
,,,0.5563481,,,
,,,0.5543340,,,
,,,0.5522968,,,
,,,0.5433863,,,
,,,0.5328696,,,
,,,0.5399981,,,
,,,0.5460258,,,
,,,0.5280778,,,
,,,0.5283860,,,
,,,0.5207832,,,
,,,0.5162716,,,
,,,0.5152059,,,
,,,0.5129143,,,
,,,0.5156778,,,
,,,0.5083184,,,
,,,0.5073782,,,
,,,0.5010158,,,
,,,0.5206429,,,
,,,0.5354340,,,
,,,0.5403309,,,
,,,0.5376576,,,
,,,0.5385231,,,
,,,0.5447515,,,
,,,0.5467591,,,
,,,0.5488577,,,
,,,0.5518358,,,
,,,0.5495638,,,
,,,0.5570102,,,
,,,0.5542438,,,
,,,0.5476686,,,
,,,0.5594510,,,
,,,0.5539432,,,
,,,0.5508085,,,
,,,0.5441724,,,
,,,0.5342821,,,
,,,0.5393689,,,
,,,0.5482512,,,
,,,0.5429139,,,
,,,0.5402969,,,
,,,0.5478936,,,
,,,0.5426936,,,
,,,0.5420255,,,
,,,0.5406089,,,
,,,0.5346517,,,
,,,0.5250865,,,
,,,0.5334260,,,
,,,0.5328451,,,
,,,0.5324184,,,
,,,0.5271182,,,
,,,0.5225360,,,
,,,0.5127386,,,
,,,0.5081360,,,
,,,0.5034335,,,
,,,0.5037693,,,
,,,0.4959693,,,
,,,0.4937554,,,
,,,0.4894011,,,
,,,0.4932279,,,
,,,0.4927973,,,
,,,0.4836726,,,
,,,0.4838799,,,
,,,0.4858944,,,
,,,0.4625628,,,
,,,0.4722688,,,
,,,0.4641722,,,
,,,0.4626309,,,
,,,0.4550042,,,
,,,0.4683734,,,
,,,0.4693645,,,
,,,0.4650781,,,
,,,0.4795758,,,
,,,0.4843306,,,
,,,0.4897969,,,
,,,0.4998370,,,
,,,0.4980529,,,
,,,0.4973890,,,
,,,0.4885292,,,
,,,0.4923174,,,
,,,0.4906608,,,
,,,0.4814377,,,
,,,0.4787829,,,
,,,0.4828117,,,
,,,0.4921137,,,
,,,0.4956875,,,
,,,0.4995016,,,
,,,0.5036824,,,
,,,0.4988151,,,
,,,0.5115374,,,
,,,0.5111508,,,
,,,0.4962918,,,
,,,0.5016500,,,
,,,0.4981772,,,
,,,0.4977062,,,
,,,0.4985544,,,
,,,0.4900346,,,
,,,0.4835798,,,
,,,0.4821278,,,
,,,0.4816810,,,
,,,0.4821261,,,
,,,0.4730606,,,
,,,0.4683859,,,
,,,0.4731938,,,
,,,0.4566867,,,
,,,0.4723638,,,
,,,0.4775916,,,
,,,0.4778645,,,
,,,0.4844458,,,
,,,0.4836737,,,
,,,0.4918644,,,
,,,0.5117626,,,
,,,0.5141115,,,
,,,0.5193284,,,
,,,0.5095581,,,
,,,0.5022529,,,
,,,0.5164994,,,
,,,0.5323180,,,
,,,0.5430319,,,
,,,0.5391214,,,
,,,0.5286558,,,
,,,0.5216850,,,
,,,0.5331734,,,
,,,0.5363677,,,
,,,0.5536267,,,
,,,0.5437413,,,
,,,0.5346272,,,
,,,0.5404692,,,
,,,0.5416858,,,
,,,0.5533047,,,
,,,0.5360162,,,
,,,0.5213269,,,
,,,0.5284145,,,
,,,0.5150347,,,
,,,0.5118172,,,
,,,0.5060920,,,
,,,0.5050483,,,
,,,0.5179171,,,
,,,0.5147653,,,
,,,0.5092317,,,
,,,0.5034803,,,
,,,0.4957511,,,
,,,0.4839432,,,
,,,0.4755854,,,
,,,0.4537871,,,
,,,0.4364087,,,
,,,0.4358182,,,
,,,0.4394322,,,
,,,0.4508042,,,
,,,0.4598489,,,
,,,0.4577608,,,
,,,0.4536063,,,
,,,0.4566917,,,
,,,0.4655463,,,
,,,0.4665621,,,
,,,0.4612650,,,
,,,0.4698012,,,
,,,0.4621298,,,
,,,0.4727158,,,
,,,0.4679048,,,
,,,0.4616376,,,
,,,0.4676156,,,
,,,0.4515967,,,
,,,0.4389948,,,
,,,0.4546305,,,
,,,0.4575093,,,
,,,0.4478017,,,
,,,0.4572426,,,
,,,0.4567600,,,
,,,0.4590566,,,
,,,0.4733146,,,
,,,0.4892563,,,
,,,0.4785080,,,
,,,0.4806018,,,
,,,0.4941782,,,
,,,0.4967123,,,
,,,0.4928983,,,
,,,0.4981442,,,
,,,0.4782883,,,
,,,0.4881541,,,
,,,0.4775669,,,
,,,0.4760546,,,
,,,0.4798067,,,
,,,0.4809400,,,
,,,0.4720387,,,
,,,0.4823109,,,
,,,0.4808470,,,
,,,0.4830345,,,
,,,0.4825500,,,
,,,0.4807529,,,
,,,0.4960183,,,
,,,0.4888229,,,
,,,0.4899407,,,
,,,0.4884268,,,
,,,0.4864620,,,
,,,0.4760829,,,
,,,0.4798397,,,
,,,0.4926852,,,
,,,0.4855197,,,
,,,0.4800303,,,
,,,0.4857975,,,
,,,0.4793920,,,
,,,0.4809462,,,
,,,0.4859710,,,
,,,0.4808985,,,
,,,0.4838971,,,
,,,0.4894279,,,
,,,0.4832690,,,
,,,0.4719028,,,
,,,0.4611190,,,
,,,0.4624710,,,
,,,0.4530912,,,
,,,0.4677911,,,
,,,0.4723640,,,
,,,0.4663448,,,
,,,0.4495202,,,
,,,0.4588943,,,
,,,0.4579617,,,
,,,0.4702861,,,
,,,0.4669481,,,
,,,0.4768477,,,
,,,0.4643887,,,
,,,0.4638857,,,
,,,0.4696476,,,
,,,0.4832959,,,
,,,0.4663490,,,
,,,0.4748617,,,
,,,0.4800932,,,
,,,0.4825020,,,
,,,0.4779783,,,
,,,0.4722410,,,
,,,0.4732038,,,
,,,0.4597814,,,
,,,0.4576598,,,
,,,0.4590064,,,
,,,0.4558653,,,
,,,0.4486779,,,
,,,0.4519636,,,
,,,0.4576539,,,
,,,0.4637119,,,
,,,0.4646120,,,
,,,0.4649538,,,
,,,0.4691574,,,
,,,0.4623842,,,
,,,0.4562726,,,
,,,0.4573763,,,
,,,0.4512899,,,
,,,0.4575624,,,
,,,0.4648924,,,
,,,0.4697629,,,
,,,0.4713634,,,
,,,0.4831285,,,
,,,0.4834462,,,
,,,0.4654924,,,
,,,0.4691819,,,
,,,0.4625260,,,
,,,0.4657575,,,
,,,0.4632765,,,
,,,0.4693000,,,
,,,0.4659899,,,
,,,0.4587484,,,
,,,0.4560193,,,
,,,0.4563970,,,
,,,0.4555422,,,
,,,0.4587777,,,
,,,0.4559202,,,
,,,0.4606202,,,
,,,0.4726042,,,
,,,0.4673554,,,
,,,0.4645618,,,
,,,0.4486169,,,
,,,0.4424113,,,
,,,0.4335186,,,
,,,0.4443454,,,
,,,0.4365360,,,
,,,0.4266314,,,
,,,0.4364735,,,
,,,0.4381618,,,
,,,0.4492249,,,
,,,0.4441846,,,
,,,0.4319323,,,
,,,0.4264595,,,
,,,0.4342403,,,
,,,0.4313270,,,
,,,0.4234419,,,
,,,0.4260108,,,
,,,0.4311594,,,
,,,0.4381355,,,
,,,0.4442731,,,
,,,0.4543122,,,
,,,0.4571631,,,
,,,0.4513041,,,
,,,0.4260950,,,
,,,0.4282074,,,
,,,0.4385783,,,
,,,0.4187221,,,
,,,0.4196842,,,
,,,0.4174445,,,
,,,0.4293075,,,
,,,0.4355329,,,
,,,0.4357838,,,
,,,0.4548527,,,
,,,0.4418588,,,
,,,0.4394879,,,
,,,0.4496289,,,
,,,0.4503683,,,
,,,0.4495348,,,
,,,0.4501093,,,
,,,0.4546850,,,
,,,0.4587486,,,
,,,0.4559429,,,
,,,0.4490055,,,
,,,0.4522438,,,
,,,0.4499959,,,
,,,0.4404855,,,
,,,0.4515849,,,
,,,0.4463620,,,
,,,0.4294578,,,
,,,0.4299648,,,
,,,0.4319285,,,
,,,0.4482134,,,
,,,0.4428596,,,
,,,0.4399212,,,
,,,0.4383454,,,
,,,0.4310257,,,
,,,0.4478059,,,
,,,0.4477325,,,
,,,0.4550855,,,
,,,0.4486468,,,
,,,0.4498821,,,
,,,0.4492082,,,
,,,0.4426678,,,
,,,0.4323280,,,
,,,0.4289328,,,
,,,0.4240041,,,
,,,0.4330246,,,
,,,0.4437965,,,
,,,0.4422579,,,
,,,0.4505972,,,
,,,0.4429507,,,
,,,0.4389641,,,
,,,0.4399407,,,
,,,0.4447465,,,
,,,0.4574290,,,
,,,0.4581302,,,
,,,0.4598413,,,
,,,0.4754691,,,
,,,0.4732470,,,
,,,0.4634562,,,
,,,0.4658445,,,
,,,0.4730244,,,
,,,0.4769961,,,
,,,0.4749506,,,
,,,0.4710226,,,
,,,0.4862604,,,
,,,0.4932454,,,
,,,0.4832443,,,
,,,0.4784229,,,
,,,0.4666840,,,
,,,0.4577341,,,
,,,0.4614443,,,
,,,0.4488163,,,
,,,0.4672182,,,
,,,0.4719044,,,
,,,0.4567146,,,
,,,0.4612128,,,
,,,0.4638251,,,
,,,0.4699250,,,
,,,0.4676047,,,
,,,0.4707987,,,
,,,0.4818468,,,
,,,0.4754647,,,
,,,0.4849674,,,
,,,0.4890298,,,
,,,0.4864894,,,
,,,0.4998265,,,
,,,0.5028328,,,
,,,0.4995990,,,
,,,0.5081213,,,
,,,0.5206043,,,
,,,0.5129130,,,
,,,0.5107401,,,
,,,0.5193329,,,
,,,0.4942942,,,
,,,0.4971198,,,
,,,0.5120338,,,
,,,0.5174507,,,
,,,0.5189574,,,
,,,0.5127034,,,
,,,0.5115260,,,
,,,0.5017363,,,
,,,0.5044729,,,
,,,0.5002754,,,
,,,0.4839588,,,
,,,0.4735304,,,
,,,0.4796806,,,
,,,0.4662141,,,
,,,0.4840103,,,
,,,0.4850956,,,
,,,0.4911698,,,
,,,0.4967180,,,
,,,0.5025163,,,
,,,0.4936233,,,
,,,0.4969397,,,
,,,0.4966971,,,
,,,0.5085660,,,
,,,0.4990366,,,
,,,0.5094911,,,
,,,0.5099319,,,
,,,0.5113109,,,
,,,0.4994116,,,
,,,0.5111576,,,
,,,0.5166400,,,
,,,0.5296542,,,
,,,0.5255582,,,
,,,0.5162870,,,
,,,0.5064699,,,
,,,0.5148219,,,
,,,0.5318683,,,
,,,0.5320308,,,
,,,0.5341238,,,
,,,0.5429575,,,
,,,0.5459334,,,
,,,0.5393791,,,
,,,0.5391637,,,
,,,0.5286998,,,
,,,0.5402462,,,
,,,0.5253916,,,
,,,0.5351585,,,
,,,0.5457538,,,
,,,0.5390857,,,
,,,0.5367083,,,
,,,0.5295431,,,
,,,0.5176908,,,
,,,0.5185002,,,
,,,0.5105808,,,
,,,0.5009499,,,
,,,0.5066044,,,
,,,0.5109832,,,
,,,0.5212798,,,
,,,0.5268649,,,
,,,0.5038353,,,
