Time (ns),Quercetin-FN1,pQ3RU-FN1
87.3880005,0.5134889,0.4990827
87.3900070,0.4943160,0.4946348
87.3920059,0.5005208,0.5042161
87.3940048,0.5068385,0.5094014
87.3960037,0.5005044,0.5012096
87.3980026,0.4923196,0.5066024
87.4000015,0.4972601,0.5042949
87.4020004,0.5029526,0.5003366
87.4040070,0.4904002,0.4891204
87.4060059,0.4779263,0.4790311
87.4080048,0.4819495,0.4789943
87.4100037,0.4799418,0.4816152
87.4120026,0.4785849,0.4640226
87.4140015,0.4896283,0.4789621
87.4160004,0.4953036,0.4858149
87.4180069,0.4938817,0.4784437
87.4200058,0.5049462,0.4907053
87.4220047,0.5094102,0.4784923
87.4240036,0.4998477,0.4930397
87.4260025,0.5014511,0.4838563
87.4280014,0.5027450,0.4800842
87.4300079,0.5396312,0.4722711
87.4320068,0.5600224,0.4692260
87.4340057,0.5472719,0.4697946
87.4360046,0.5599986,0.4807892
87.4380035,0.5671651,0.4748907
87.4400024,0.5737454,0.4765365
87.4420013,0.5741948,0.4734094
87.4440079,0.5524275,0.4733135
87.4460068,0.5443248,0.4959428
87.4480057,0.5469497,0.4973955
87.4500046,0.5438174,0.4834736
87.4520035,0.5431377,0.4755686
87.4540024,0.5364094,0.4674550
87.4560013,0.5388805,0.4756739
87.4580078,0.5546305,0.4642607
87.4600067,0.5520266,0.4602897
87.4620056,0.5465060,0.4524169
87.4640045,0.5488647,0.4503634
87.4660034,0.5422948,0.4396149
87.4680023,0.5486165,0.4347053
87.4700012,0.5532506,0.4339016
87.4720078,0.5543040,0.4463697
87.4740067,0.5477014,0.4438602
87.4760056,0.5451972,0.4450232
87.4780045,0.5431737,0.4722233
87.4800034,0.5417144,0.4758573
87.4820023,0.5425748,0.4704211
87.4840012,0.5477581,0.4682377
87.4860077,0.5326664,0.4612939
87.4880066,0.5315895,0.4490087
87.4900055,0.5196287,0.4551443
87.4920044,0.5190387,0.4562901
87.4940033,0.5376758,0.4700137
87.4960022,0.5320660,0.4742312
87.4980011,0.5366066,0.4674470
87.5000076,0.5378953,0.4735840
87.5020065,0.5392188,0.4740248
87.5040054,0.5265659,0.4721736
87.5060043,0.5294982,0.4792656
87.5080032,0.5370287,0.4826403
87.5100021,0.5241215,0.4856631
87.5120010,0.5305194,0.4829312
87.5140076,0.5267426,0.4827874
87.5160065,0.5278959,0.4825565
87.5180054,0.5219368,0.4809955
87.5200043,0.5219051,0.4922767
87.5220032,0.5308684,0.4987183
87.5240021,0.5283902,0.4950792
87.5260010,0.5469426,0.4878385
87.5280075,0.5503656,0.4794061
87.5300064,0.5635871,0.4873704
87.5320053,0.5662627,0.4791433
87.5340042,0.5556776,0.4893435
87.5360031,0.5571869,0.4995964
87.5380020,0.5386018,0.4909569
87.5400009,0.5423438,0.4991560
87.5420074,0.5506546,0.4850900
87.5440063,0.5390117,0.4621600
87.5460052,0.5285688,0.4589260
87.5480042,0.5238816,0.4628087
87.5500031,0.5231581,0.4794205
87.5520020,0.5183163,0.4691067
87.5540009,0.5176334,0.4699152
87.5560074,0.5223976,0.4777092
87.5580063,0.5209873,0.4927111
87.5600052,0.5224882,0.4795747
87.5620041,0.5194635,0.4980354
87.5640030,0.4993136,0.4949627
87.5660019,0.5118287,0.4983214
87.5680008,0.5089870,0.4930746
87.5700073,0.5123421,0.4929618
87.5720062,0.5130517,0.4857056
87.5740051,0.5016046,0.4933730
87.5760040,0.5072237,0.4857120
87.5780029,0.4945036,0.4966932
87.5800018,0.4937678,0.4976065
87.5820007,0.5039710,0.5036794
87.5840073,0.5018344,0.4913361
87.5860062,0.5035383,0.4881351
87.5880051,0.5146941,0.4846618
87.5900040,0.5140049,0.4864958
87.5920029,0.4922089,0.4852473
87.5940018,0.4922577,0.4866159
87.5960007,0.4973506,0.4959075
87.5980072,0.4938775,0.5088663
87.6000061,0.4865277,0.5058178
87.6020050,0.4895645,0.5063270
87.6040039,0.5135707,0.5015776
87.6060028,0.5096604,0.4956790
87.6080017,0.5055003,0.4916482
87.6100006,0.5120803,0.4970470
87.6120071,0.5197389,0.4959458
87.6140060,0.5373691,0.4870076
87.6160049,0.5233997,0.4949004
87.6180038,0.5256407,0.4930283
87.6200027,0.5295408,0.4874037
87.6220016,0.5173712,0.4934989
87.6240005,0.5342261,0.5043859
87.6260071,0.5359244,0.5076177
87.6280060,0.5429728,0.5118175
87.6300049,0.5431014,0.5004746
87.6320038,0.5427774,0.5008664
87.6340027,0.5199862,0.5027581
87.6360016,0.5336058,0.5029368
87.6380005,0.5377247,0.5021364
87.6400070,0.5350615,0.5008799
87.6420059,0.5289537,0.4967247
87.6440048,0.5321729,0.4930443
87.6460037,0.5332327,0.4960977
87.6480026,0.5261671,0.5020924
87.6500015,0.5215313,0.5083115
87.6520004,0.5257385,0.5053378
87.6540070,0.5167263,0.5179116
87.6560059,0.5036090,0.5211305
87.6580048,0.4971763,0.5389730
87.6600037,0.4847955,0.5270529
87.6620026,0.4845894,0.5285081
87.6640015,0.4881411,0.5264416
87.6660004,0.4946171,0.5264367
87.6680069,0.5099031,0.5201561
87.6700058,0.5177680,0.5209305
87.6720047,0.5048975,0.5132711
87.6740036,0.4980015,0.5186157
87.6760025,0.5058706,0.5236910
87.6780014,0.5233265,0.5318659
87.6800079,0.5314890,0.5298566
87.6820068,0.5388554,0.5261804
87.6840057,0.5460076,0.5172996
87.6860046,0.5530190,0.5170233
87.6880035,0.5502074,0.5113996
87.6900024,0.5424973,0.5139988
87.6920013,0.5335852,0.5232500
87.6940079,0.5360360,0.5177018
87.6960068,0.5454625,0.5145944
87.6980057,0.5494275,0.5223516
87.7000046,0.5594988,0.5119647
87.7020035,0.5719669,0.5092803
87.7040024,0.5616276,0.5221787
87.7060013,0.5452861,0.5103790
87.7080078,0.5569661,0.5189673
87.7100067,0.5514764,0.5203747
87.7120056,0.5677892,0.5179846
87.7140045,0.5744340,0.5138792
87.7160034,0.5604974,0.5170177
87.7180023,0.5555649,0.5268162
87.7200012,0.5586998,0.5386603
87.7220078,0.5614709,0.5353202
87.7240067,0.5538256,0.5289519
87.7260056,0.5674648,0.5301503
87.7280045,0.5716318,0.5365751
87.7300034,0.5657667,0.5365335
87.7320023,0.5558297,0.5416439
87.7340012,0.5574222,0.5406673
87.7360077,0.5608780,0.5367425
87.7380066,0.5551289,0.5356448
87.7400055,0.5542260,0.5397070
87.7420044,0.5525864,0.5361513
87.7440033,0.5620570,0.5331103
87.7460022,0.5503661,0.5241286
87.7480011,0.5688214,0.5271038
87.7500076,0.5842631,0.5250949
87.7520065,0.5607993,0.5168882
87.7540054,0.5570968,0.5176814
87.7560043,0.5502649,0.5231513
87.7580032,0.5534099,0.5221185
87.7600021,0.5651767,0.5207282
87.7620010,0.5671929,0.5164828
87.7640076,0.5781306,0.5164261
87.7660065,0.5682658,0.5191239
87.7680054,0.5665491,0.5224310
87.7700043,0.5558194,0.5170041
87.7720032,0.5521128,0.5102515
87.7740021,0.5495890,0.5223307
87.7760010,0.5563058,0.5251185
87.7780075,0.5688309,0.5328771
87.7800064,0.5732155,0.5361270
87.7820053,0.5858982,0.5232264
87.7840042,0.5759661,0.5351235
87.7860031,0.5798050,0.5237388
87.7880020,0.5815918,0.5083407
87.7900009,0.5932649,0.5237202
87.7920074,0.5892720,0.5368211
87.7940063,0.5918265,0.5355502
87.7960052,0.5929869,0.5242265
87.7980042,0.5907147,0.5231283
87.8000031,0.5907553,0.5298332
87.8020020,0.5973403,0.5337051
87.8040009,0.5957187,0.5445005
87.8060074,0.5995702,0.5444075
87.8080063,0.5953473,0.5606654
87.8100052,0.6007389,0.5641918
87.8120041,0.5940708,0.5610507
87.8140030,0.5952346,0.5690555
87.8160019,0.5918368,0.5514963
87.8180008,0.5995826,0.5452846
87.8200073,0.5952900,0.5406127
87.8220062,0.6081427,0.5452651
87.8240051,0.6099660,0.5478506
87.8260040,0.6081135,0.5454487
87.8280029,0.6115811,0.5389737
87.8300018,0.6204258,0.5483682
87.8320007,0.6238583,0.5531949
87.8340073,0.6188798,0.5605130
87.8360062,0.6152781,0.5649630
87.8380051,0.6103131,0.5600494
87.8400040,0.6050934,0.5646554
87.8420029,0.5911373,0.5587566
87.8440018,0.5941920,0.5633903
87.8460007,0.6049727,0.5581515
87.8480072,0.6148556,0.5512847
87.8500061,0.6088327,0.5401167
87.8520050,0.6080109,0.5293894
87.8540039,0.6161273,0.5143863
87.8560028,0.6304829,0.5247714
87.8580017,0.6390463,0.5314474
87.8600006,0.6318986,0.5360146
87.8620071,0.6292015,0.5265570
87.8640060,0.6244945,0.5230598
87.8660049,0.6261516,0.5165026
87.8680038,0.6573893,0.5205727
87.8700027,0.6609257,0.5324388
87.8720016,0.6669415,0.5341491
87.8740005,0.6725166,0.5421027
87.8760071,0.6619344,0.5418976
87.8780060,0.6461563,0.5453848
87.8800049,0.6388135,0.5474175
87.8820038,0.6354707,0.5541455
87.8840027,0.6357357,0.5508897
87.8860016,0.6370920,0.5530989
87.8880005,0.6385995,0.5493795
87.8900070,0.6229807,0.5391666
87.8920059,0.6218366,0.5338251
87.8940048,0.6400988,0.5296265
87.8960037,0.6360343,0.5194283
87.8980026,0.6313240,0.5150303
87.9000015,0.6379064,0.5111975
87.9020004,0.6159322,0.5158663
87.9040070,0.6348805,0.5177395
87.9060059,0.6154109,0.5155860
87.9080048,0.6146410,0.4998672
87.9100037,0.6114723,0.5062071
87.9120026,0.6075684,0.5021207
87.9140015,0.6035265,0.5132968
87.9160004,0.5939595,0.5031468
87.9180069,0.5960436,0.4980674
87.9200058,0.5944605,0.4984919
87.9220047,0.5938945,0.4844284
87.9240036,0.5866685,0.4876398
87.9260025,0.5776247,0.4946855
87.9280014,0.5797511,0.5006208
87.9300079,0.5750152,0.4926743
87.9320068,0.5724326,0.4856634
87.9340057,0.5797334,0.4789155
87.9360046,0.5789288,0.4732957
87.9380035,0.5741160,0.4684530
87.9400024,0.5689301,0.4548501
87.9420013,0.5683541,0.4574946
87.9440079,0.5621282,0.4622706
87.9460068,0.5646754,0.4672444
87.9480057,0.5665699,0.4642748
87.9500046,0.5729999,0.4552915
87.9520035,0.5729274,0.4514569
87.9540024,0.5773861,0.4613693
87.9560013,0.5887440,0.4576499
87.9580078,0.5900153,0.4401315
87.9600067,0.5820788,0.4541296
87.9620056,0.6005018,0.4534086
87.9640045,0.6019982,0.4561063
87.9660034,0.6070924,0.4588666
87.9680023,0.6083331,0.4653088
87.9700012,0.6120729,0.4742545
87.9720078,0.6164367,0.4780308
87.9740067,0.6153790,0.4909469
87.9760056,0.6065497,0.4865502
87.9780045,0.6139795,0.4851036
87.9800034,0.6091688,0.4766867
87.9820023,0.6024816,0.4742770
87.9840012,0.6027972,0.4660850
87.9860077,0.5994980,0.4707962
87.9880066,0.5902101,0.4608401
87.9900055,0.5857071,0.4590957
87.9920044,0.5893937,0.4557866
87.9940033,0.6019302,0.4582276
87.9960022,0.5954573,0.4538320
87.9980011,0.5891015,0.4497992
88.0000076,0.5842575,0.4493681
88.0020065,0.5895870,0.4610086
88.0040054,0.5882456,0.4428051
88.0060043,0.6072285,0.4476126
88.0080032,0.6095606,0.4490170
88.0100021,0.5913467,0.4410380
88.0120010,0.5731381,0.4375744
88.0140076,0.5772149,0.4298273
88.0160065,0.5825943,0.4200002
88.0180054,0.5884091,0.4286324
88.0200043,0.5830427,0.4332726
88.0220032,0.5911420,0.4333563
88.0240021,0.5958847,0.4299907
88.0260010,0.5956209,0.4293833
88.0280075,0.6094872,0.4323371
88.0300064,0.6037733,0.4302489
88.0320053,0.6084564,0.4321626
88.0340042,0.6044208,0.4386173
88.0360031,0.5859970,0.4395448
88.0380020,0.5773683,0.4488995
88.0400009,0.5835776,0.4557774
88.0420074,0.5846568,0.4484568
88.0440063,0.5837386,0.4328140
88.0460052,0.5992434,0.4375929
88.0480042,0.6056535,0.4320917
88.0500031,0.6086835,0.4454814
88.0520020,0.6108935,0.4386525
88.0540009,0.6080303,0.4524591
88.0560074,0.6038297,0.4564253
88.0580063,0.5915512,0.4564879
88.0600052,0.6120468,0.4541425
88.0620041,0.6068761,0.4551043
88.0640030,0.6127031,0.4658106
88.0660019,0.6212435,0.4602201
88.0680008,0.6282403,0.4528108
88.0700073,0.6321532,0.4760605
88.0720062,0.6346192,0.4839198
88.0740051,0.6248822,0.4910200
88.0760040,0.6059588,0.4738492
88.0780029,0.6067346,0.4710327
88.0800018,0.6121228,0.4807594
88.0820007,0.6145081,0.4873374
88.0840073,0.5976699,0.4997284
88.0860062,0.6012021,0.4955105
88.0880051,0.5955135,0.4951494
88.0900040,0.5859702,0.4917189
88.0920029,0.5892172,0.4971820
88.0940018,0.6004580,0.4977412
88.0960007,0.6056132,0.4920532
88.0980072,0.6070354,0.4833433
88.1000061,0.5972367,0.4944406
88.1020050,0.5935408,0.5036623
88.1040039,0.5996583,0.5000664
88.1060028,0.6028761,0.5019466
88.1080017,0.6062620,0.4940140
88.1100006,0.5944253,0.4968229
88.1120071,0.5933762,0.4877444
88.1140060,0.5858072,0.4914658
88.1160049,0.5732936,0.4804622
88.1180038,0.5826586,0.4784221
88.1200027,0.5895447,0.4906355
88.1220016,0.5695230,0.4794663
88.1240005,0.5609220,0.4793033
88.1260071,0.5725194,0.4771863
88.1280060,0.5668691,0.4748923
88.1300049,0.5474680,0.4718143
88.1320038,0.5511810,0.4693511
88.1340027,0.5469663,0.4655092
88.1360016,0.5619028,0.4734598
88.1380005,0.5630230,0.4738027
88.1400070,0.5582831,0.4651989
88.1420059,0.5815045,0.4700678
88.1440048,0.5972254,0.4670395
88.1460037,0.6076586,0.4697817
88.1480026,0.5936729,0.4703875
88.1500015,0.5917407,0.4694750
88.1520004,0.5945060,0.4759122
88.1540070,0.5911630,0.4778847
88.1560059,0.5774004,0.4747523
88.1580048,0.5921934,0.4684487
88.1600037,0.5920668,0.4583826
88.1620026,0.5884113,0.4675451
88.1640015,0.5874450,0.4622013
88.1660080,0.5896132,0.4632725
88.1680069,0.5693440,0.4430274
88.1700058,0.5911345,0.4479186
88.1720047,0.5909713,0.4434522
88.1740036,0.5798700,0.4496498
88.1760025,0.5714327,0.4444121
88.1780014,0.5760696,0.4533063
88.1800079,0.5719916,0.4599243
88.1820068,0.5788095,0.4619770
88.1840057,0.5782545,0.4524284
88.1860046,0.5835078,0.4564976
88.1880035,0.5788359,0.4493643
88.1900024,0.5737103,0.4579993
88.1920013,0.5703246,0.4575478
88.1940079,0.5589064,0.4496211
88.1960068,0.5679934,0.4541791
88.1980057,0.5700530,0.4552238
88.2000046,0.5728372,0.4603001
88.2020035,0.5713107,0.4613166
88.2040024,0.5730574,0.4630166
88.2060013,0.5781074,0.4669285
88.2080078,0.5937171,0.4806720
88.2100067,0.5828124,0.4751994
88.2120056,0.5889418,0.4581358
88.2140045,0.5887769,0.4638937
88.2160034,0.5957124,0.4740826
88.2180023,0.5918071,0.4793898
88.2200012,0.5910134,0.4570861
88.2220078,0.5928904,0.4710964
88.2240067,0.5718719,0.4657718
88.2260056,0.5640526,0.4684190
88.2280045,0.5741560,0.4524032
88.2300034,0.5768319,0.4381314
88.2320023,0.5849296,0.4385396
88.2340012,0.5754738,0.4250145
88.2360077,0.5896929,0.4435861
88.2380066,0.5954050,0.4326323
88.2400055,0.5929620,0.4243831
88.2420044,0.5856895,0.4271418
88.2440033,0.5876628,0.4327453
88.2460022,0.5774720,0.4385940
88.2480011,0.5771245,0.4421901
88.2500076,0.5756723,0.4419494
88.2520065,0.5702037,0.4402603
88.2540054,0.5746145,0.4522204
88.2560043,0.5821783,0.4495376
88.2580032,0.5787358,0.4457535
88.2600021,0.5857919,0.4472066
88.2620010,0.5733526,0.4334062
88.2640076,0.5753157,0.4373397
88.2660065,0.5761074,0.4227893
88.2680054,0.5725443,0.4146556
88.2700043,0.5678470,0.3902152
88.2720032,0.5769187,0.3868350
88.2740021,0.5745702,0.3905080
88.2760010,0.5753694,0.3869423
88.2780075,0.5736689,0.4026851
88.2800064,0.5873535,0.4218383
88.2820053,0.5925911,0.4250827
88.2840042,0.5730686,0.4395126
88.2860031,0.5727890,0.4402984
88.2880020,0.5754871,0.4447757
88.2900009,0.5777016,0.4293657
88.2920074,0.5620480,0.4396390
88.2940063,0.5664588,0.4314532
88.2960052,0.5689121,0.4238528
88.2980042,0.5513541,0.4234287
88.3000031,0.5609441,0.4272058
88.3020020,0.5581976,0.4173906
88.3040009,0.5589501,0.4303492
88.3060074,0.5641994,0.4325491
88.3080063,0.5537971,0.4191208
88.3100052,0.5533555,0.4206022
88.3120041,0.5592475,0.4357465
88.3140030,0.5511551,0.4390980
88.3160019,0.5488138,0.4318161
88.3180008,0.5434689,0.4434189
88.3200073,0.5456412,0.4574293
88.3220062,0.5533971,0.4526275
88.3240051,0.5491371,0.4495386
88.3260040,0.5451045,0.4518248
88.3280029,0.5405508,0.4544996
88.3300018,0.5387949,0.4469264
88.3320007,0.5384922,0.4467021
88.3340073,0.5533121,0.4589148
88.3360062,0.5546970,0.4483386
88.3380051,0.5589477,0.4451788
88.3400040,0.5519313,0.4344795
88.3420029,0.5351667,0.4384045
88.3440018,0.5204923,0.4425109
88.3460007,0.5159195,0.4441293
88.3480072,0.4998683,0.4378344
88.3500061,0.5137853,0.4330176
88.3520050,0.5247487,0.4316297
88.3540039,0.5262740,0.4449492
88.3560028,0.5258496,0.4237669
88.3580017,0.5286061,0.4336382
88.3600006,0.5224740,0.4223188
88.3620071,0.5197470,0.4259043
88.3640060,0.5174553,0.4129910
88.3660049,0.5166551,0.4044061
88.3680038,0.5321625,0.4082812
88.3700027,0.5307046,0.4159379
88.3720016,0.5479861,0.4155949
88.3740005,0.5626943,0.4151215
88.3760071,0.5584829,0.4199666
88.3780060,0.5715580,0.4343938
88.3800049,0.5800971,0.4308637
88.3820038,0.5941248,0.4233199
88.3840027,0.6001924,0.4362737
88.3860016,0.5985916,0.4500014
88.3880005,0.5893503,0.4578928
88.3900070,0.5882397,0.4367894
88.3920059,0.5883519,0.4317627
88.3940048,0.5993275,0.4341538
88.3960037,0.6123150,0.4239561
88.3980026,0.6072879,0.4167098
88.4000015,0.6013823,0.3982750
88.4020004,0.5855523,0.3885127
88.4040070,0.5843099,0.3945531
88.4060059,0.5758798,0.4001070
88.4080048,0.5786116,0.3963917
88.4100037,0.5846075,0.4075384
88.4120026,0.5792611,0.4041483
88.4140015,0.5661755,0.4045917
88.4160080,0.5767950,0.4026375
88.4180069,0.5766100,0.4190156
88.4200058,0.5654529,0.4207908
88.4220047,0.5794324,0.4243709
88.4240036,0.5787956,0.4102013
88.4260025,0.5931390,0.4021295
88.4280014,0.5957597,0.4104830
88.4300079,0.6134790,0.4195939
88.4320068,0.5978382,0.4177575
88.4340057,0.6005591,0.3970836
88.4360046,0.5944871,0.3958601
88.4380035,0.6012450,0.4054957
88.4400024,0.5983112,0.3990333
88.4420013,0.5908650,0.3947669
88.4440079,0.5943978,0.3963383
88.4460068,0.6045721,0.3943823
88.4480057,0.6070992,0.4044644
88.4500046,0.5933085,0.4057924
88.4520035,0.5929776,0.4048925
88.4540024,0.5972476,0.4124544
88.4560013,0.6017208,0.4044026
88.4580078,0.6091933,0.4056412
88.4600067,0.6091833,0.4021069
88.4620056,0.6193465,0.4130530
88.4640045,0.6148453,0.4240183
88.4660034,0.6232542,0.4354356
88.4680023,0.6371072,0.4283855
88.4700012,0.6401901,0.4253721
88.4720078,0.6402999,0.4316548
88.4740067,0.6322571,0.4246599
88.4760056,0.6165200,0.4155241
88.4780045,0.6114345,0.4140950
88.4800034,0.6093584,0.4208325
88.4820023,0.6024700,0.4210879
88.4840012,0.6010876,0.4163288
88.4860077,0.5918081,0.4214098
88.4880066,0.5846148,0.4165913
88.4900055,0.5810243,0.4215216
88.4920044,0.5549458,0.4219419
88.4940033,0.5554006,0.4251604
88.4960022,0.5719688,0.4159387
88.4980011,0.5922622,0.4235376
88.5000076,0.6022480,0.4363086
88.5020065,0.5929499,0.4244156
88.5040054,0.6014284,0.4087933
88.5060043,0.5844914,0.4175702
88.5080032,0.5876330,0.4209471
88.5100021,0.5938367,0.4274322
88.5120010,0.5848307,0.4157371
88.5140076,0.5790477,0.4239002
88.5160065,0.5827010,0.4246909
88.5180054,0.5825018,0.4284641
88.5200043,0.5793125,0.4135096
88.5220032,0.5786309,0.4145381
88.5240021,0.5758935,0.4272382
88.5260010,0.5717875,0.4275651
88.5280075,0.5503711,0.4147401
88.5300064,0.5449028,0.4210755
88.5320053,0.5634815,0.4253549
88.5340042,0.5563038,0.4298342
88.5360031,0.5568017,0.4318616
88.5380020,0.5611945,0.4339825
88.5400009,0.5522984,0.4250709
88.5420074,0.5682803,0.4116749
88.5440063,0.5659182,0.4265983
88.5460052,0.5561330,0.4313476
88.5480042,0.5507162,0.4489736
88.5500031,0.5449560,0.4635739
88.5520020,0.5314614,0.4480610
88.5540009,0.5222092,0.4439062
88.5560074,0.5273377,0.4502238
88.5580063,0.5097994,0.4540505
88.5600052,0.5033617,0.4584506
88.5620041,0.5056733,0.4607075
88.5640030,0.5010679,0.4605733
88.5660019,0.4947796,0.4705735
88.5680008,0.4911526,0.4748617
88.5700073,0.4877823,0.4852806
88.5720062,0.4838843,0.4895528
88.5740051,0.4895872,0.4864864
88.5760040,0.4805775,0.4852494
88.5780029,0.4868598,0.4913745
88.5800018,0.4857081,0.4819235
88.5820007,0.4994490,0.4726424
88.5840073,0.5103533,0.4866005
88.5860062,0.5063510,0.4940983
88.5880051,0.5186716,0.5011063
88.5900040,0.5119280,0.4920646
88.5920029,0.5182285,0.4862393
88.5940018,0.5134115,0.4954490
88.5960007,0.5203951,0.4896917
88.5980072,0.5183945,0.4899823
88.6000061,0.5213349,0.4814206
88.6020050,0.5234687,0.4692606
88.6040039,0.5365737,0.4698389
88.6060028,0.5433821,0.4742684
88.6080017,0.5375947,0.4798408
88.6100006,0.5371884,0.4639516
88.6120071,0.5404838,0.4626380
88.6140060,0.5531830,0.4499256
88.6160049,0.5563043,0.4508060
88.6180038,0.5760987,0.4672925
88.6200027,0.5689235,0.4673437
88.6220016,0.5806963,0.4737889
88.6240005,0.5752037,0.4880632
88.6260071,0.5811124,0.4809060
88.6280060,0.5720498,0.4816413
88.6300049,0.5685929,0.4875125
88.6320038,0.5763462,0.4898651
88.6340027,0.5737538,0.4895127
88.6360016,0.5724661,0.4958803
88.6380005,0.5738189,0.4935690
88.6400070,0.5766587,0.4802675
88.6420059,0.5786910,0.4730791
88.6440048,0.5899018,0.4699247
88.6460037,0.5904910,0.4804119
88.6480026,0.5803239,0.4864601
88.6500015,0.5691351,0.4750714
88.6520004,0.5691004,0.4665305
88.6540070,0.5691194,0.4558983
88.6560059,0.5863934,0.4437986
88.6580048,0.5765496,0.4299783
88.6600037,0.5767086,0.4492074
88.6620026,0.5728391,0.4368855
88.6640015,0.5677505,0.4557408
88.6660080,0.5720387,0.4433507
88.6680069,0.5681295,0.4407602
88.6700058,0.5519022,0.4363810
88.6720047,0.5376346,0.4459133
88.6740036,0.5362394,0.4476001
88.6760025,0.5322883,0.4289775
88.6780014,0.5292439,0.4320973
88.6800079,0.5318241,0.4288075
88.6820068,0.5309236,0.4321447
88.6840057,0.5275660,0.4311577
88.6860046,0.5280863,0.4239437
88.6880035,0.5416974,0.4197026
88.6900024,0.5599588,0.4282516
88.6920013,0.5696920,0.4192865
88.6940079,0.5709122,0.4236263
88.6960068,0.5639497,0.4239528
88.6980057,0.5587097,0.4218207
88.7000046,0.5472515,0.4183238
88.7020035,0.5576789,0.4196291
88.7040024,0.5487935,0.4190269
88.7060013,0.5438777,0.4187080
88.7080078,0.5450789,0.4091291
88.7100067,0.5297031,0.4150153
88.7120056,0.5376123,0.4163804
88.7140045,0.5388634,0.4139070
88.7160034,0.5381346,0.4107497
88.7180023,0.5462655,0.4090426
88.7200012,0.5456357,0.4040235
88.7220078,0.5283371,0.3998604
88.7240067,0.5388833,0.4029051
88.7260056,0.5332370,0.4079313
88.7280045,0.5370577,0.4083662
88.7300034,0.5461364,0.4131565
88.7320023,0.5383810,0.4270208
88.7340012,0.5191230,0.4188361
88.7360077,0.5127719,0.4180222
88.7380066,0.5199069,0.4153629
88.7400055,0.5123507,0.4129635
88.7420044,0.5112844,0.4153065
88.7440033,0.5085983,0.4207032
88.7460022,0.5081907,0.4193654
88.7480011,0.5002667,0.4120729
88.7500076,0.5008457,0.4009716
88.7520065,0.4915126,0.3931391
88.7540054,0.5072299,0.4039196
88.7560043,0.4967695,0.4068529
88.7580032,0.4893603,0.4149997
88.7600021,0.4830005,0.4223198
88.7620010,0.4872206,0.4300415
88.7640076,0.4737569,0.4323184
88.7660065,0.4852759,0.4235618
88.7680054,0.4785822,0.4203281
88.7700043,0.4901756,0.4203768
88.7720032,0.4902476,0.4139268
88.7740021,0.4864331,0.4106832
88.7760010,0.4924909,0.3978386
88.7780075,0.4812851,0.4062728
88.7800064,0.4848242,0.4026656
88.7820053,0.4908585,0.4092494
88.7840042,0.4873052,0.3947331
88.7860031,0.4751390,0.3980436
88.7880020,0.4705758,0.3884937
88.7900009,0.4716893,0.3887623
88.7920074,0.4751671,0.3876331
88.7940063,0.4843397,0.3749929
88.7960052,0.4830748,0.3752148
88.7980042,0.4847144,0.3793662
88.8000031,0.4928541,0.3694620
88.8020020,0.4982419,0.3786706
88.8040009,0.5170562,0.3651964
88.8060074,0.5088670,0.3617475
88.8080063,0.5208851,0.3835362
88.8100052,0.5123413,0.3759276
88.8120041,0.5114996,0.3619639
88.8140030,0.5092368,0.3754420
88.8160019,0.5204543,0.3810474
88.8180008,0.5356100,0.3943224
88.8200073,0.5421104,0.3813464
88.8220062,0.5328146,0.3790675
88.8240051,0.5491108,0.3657529
88.8260040,0.5521085,0.3547984
88.8280029,0.5491391,0.3511294
88.8300018,0.5368048,0.3401207
88.8320007,0.5480148,0.3468603
88.8340073,0.5531555,0.3370040
88.8360062,0.5577723,0.3433228
88.8380051,0.5628938,0.3491125
88.8400040,0.5536318,0.3461264
88.8420029,0.5670727,0.3453110
88.8440018,0.5630603,0.3504496
88.8460007,0.5546945,0.3600745
88.8480072,0.5522398,0.3656505
88.8500061,0.5482989,0.3601597
88.8520050,0.5469567,0.3588687
88.8540039,0.5387238,0.3515127
88.8560028,0.5282272,0.3595326
88.8580017,0.5060563,0.3613462
88.8600006,0.5175832,0.3548508
88.8620071,0.5091509,0.3479670
88.8640060,0.5182196,0.3348584
88.8660049,0.5108282,0.3503938
88.8680038,0.5026849,0.3446585
88.8700027,0.4997768,0.3361462
88.8720016,0.4940959,0.3225656
88.8740005,0.4844252,0.3449929
88.8760071,0.4997827,0.3415361
88.8780060,0.4762382,0.3427391
88.8800049,0.4743819,0.3483832
88.8820038,0.4691999,0.3594318
88.8840027,0.4718871,0.3624566
88.8860016,0.4655640,0.3602097
88.8880005,0.4705648,0.3739058
88.8900070,0.4742488,0.3552198
88.8920059,0.4665126,0.3540784
88.8940048,0.4642589,0.3667637
88.8960037,0.4593172,0.3674400
88.8980026,0.4628826,0.3565140
88.9000015,0.4625497,0.3603552
88.9020004,0.4660493,0.3508182
88.9040070,0.4651076,0.3486040
88.9060059,0.4637581,0.3551489
88.9080048,0.4715544,0.3566579
88.9100037,0.4908673,0.3602835
88.9120026,0.4951460,0.3556229
88.9140015,0.4943186,0.3572948
88.9160080,0.4983085,0.3482639
88.9180069,0.4856538,0.3525341
88.9200058,0.4968005,0.3609882
88.9220047,0.5061078,0.3562507
88.9240036,0.5023978,0.3628799
88.9260025,0.4873949,0.3655692
88.9280014,0.5011343,0.3680780
88.9300079,0.5108087,0.3693823
88.9320068,0.5059344,0.3602935
88.9340057,0.5150061,0.3653430
88.9360046,0.5110811,0.3709649
88.9380035,0.5178997,0.3676016
